rank,original_rank,symbol,name,market_cap_usd
52,56,HBAR,Hedera Hashgraph,90078251.3319062
53,57,ICX,ICON,88225284.87811778
54,58,LSK,Lisk,84309115.36202876
55,59,WAVES,Waves,83292180.976219
56,60,THR,ThoreCoin,82677868.74794485
57,61,THX,ThoreNext,79329171.15390195
58,62,KNC,Kyber Network,76743611.02170825
59,63,REP,Augur,73186676.68697
60,64,SNX,Synthetix Network Token,73091174.61274521
61,65,XIN,Mixin,67504652.06094052
62,66,RVN,Ravencoin,67034886.5094987
63,67,MONA,MonaCoin,64680347.65957347
64,68,BCD,Bitcoin Diamond,63026271.69405142
65,69,CNX,Cryptonex,61851809.23276416
66,70,EON,Dimension Chain,61380249.5257775
67,71,OMG,OmiseGO,59860329.341702
68,72,GAP,GAPS,58969308.8971
69,73,CCA,Counos Coin,58703538.3123337
70,74,XET,ETERNAL TOKEN,55086409.32798562
71,75,DX,DxChain Token,54561001.64715759
72,76,NEXO,Nexo,52982765.79246087
73,77,NANO,Nano,50372034.48926321
74,78,HOT,Holo,49402348.14490203
75,79,THETA,THETA,47216980.85842066
76,80,BTM,Bytom,46783290.59162436
77,81,QC,QCash,45075497.87156849
78,82,LUNA,Terra,45043688.5658097
79,83,ZEN,Horizen,43713955.19069912
80,84,XNS,Insolar,42144040.7924
81,85,DGD,DigixDAO,41950835.5638
82,86,ABBC,ABBC Coin,41883181.24793964
83,87,MCO,MCO,41643909.7899304
84,88,CKB,Nervos Network,41507465.04662295
85,89,STEEM,Steem,41063807.97821577
86,90,BOTX,botXcoin,40439692.7717849
87,91,SC,Siacoin,40061528.25231113
88,92,BXK,Bitbook Gambling,39933169.42046351
89,93,DGB,DigiByte,39809440.4648328
90,94,BTT,BitTorrent,39295795.29812942
91,95,BCN,Bytecoin,38912483.20212708
92,96,VSYS,v.systems,37626020.22838262
93,97,CENNZ,Centrality,36825866.3106637
94,98,ENJ,Enjin Coin,36295402.23290644
95,99,SURE,inSure,36100118.94266114
96,100,SEELE,Seele,36068057.21761891
97,101,ECOREAL,Ecoreal Estate,35210251.85354858
98,102,BTS,BitShares,34602772.82355776
99,104,REN,Ren,32953591.9534045
100,105,BF,BitForex Token,32624780.87352556
101,106,ZIL,Zilliqa,32540434.55128682
102,107,XWC,WhiteCoin,32047883.32913782
103,108,KMD,Komodo,31827959.35788519
104,109,HC,HyperCash,31542352.61612588
105,110,BDX,Beldex,31204235.13115579
106,111,XTP,Tap,30983214.46090614
107,112,XVG,Verge,30955143.32136781
108,114,SNT,Status,29277916.39620837
109,115,BCZERO,Buggyra Coin Zero,29009384.61834335
110,116,MB,MineBee,28521302.06456185
111,117,IOST,IOST,28487092.10012754
112,118,FST,1irstcoin,28301885.2299103
113,119,YAP,Yap Stone,28277384.55795
114,120,MOF,Molecular Future,28229292.77399741
115,121,NRG,Energi,28173059.82895504
116,122,BRZE,Breezecoin,27704791.9
117,123,ARDR,Ardor,27643052.86000623
118,124,QQQ,Poseidon Network,27036802.28558748
119,125,FXC,Flexacoin,26849461.72560565
120,126,LEND,Aave,26316436.10675317
121,127,BNK,Bankera,25643308.82004116
122,128,MATIC,Matic Network,25606746.0070479
123,129,LRC,Loopring,25266331.05532649
124,130,XZC,Zcoin,25085230.97740649
125,131,GNT,Golem,24935924.80709864
126,132,FAB,FABRK,24930704.68922375
127,133,CHZ,Chiliz,24756770.21600651
128,134,ELF,aelf,24341632.00277383
129,135,AE,Aeternity,23640038.56946244
130,136,VLX,Velas,23368349.06486383
131,137,NET,NEXT,23237787.38928209
132,138,CIX100,Cryptoindex.com 100,23107858.63514893
133,139,RIF,RSK Infrastructure Framework,22985028.11461249
134,140,STX,Blockstack,22950975.31218822
135,141,WICC,WaykiChain,22926332.103885
136,142,GT,Gatechain Token,22469227.10426665
137,143,BOA,BOSAGORA,22357799.68485047
138,144,BHD,BitcoinHD,22131254.53580169
139,145,AION,Aion,21888873.23987623
140,146,HEX,HEX,21769451.61638937
141,147,HPT,Huobi Pool Token,21439877.93921421
142,148,NPXS,Pundi X,21187923.11915217
143,149,ELA,Elastos,20442929.0225172
144,150,WAXP,WAX,20191963.19202149
145,151,MAID,MaidSafeCoin,19924677.91555505
146,152,VITAE,Vitae,19612430.36817908
147,153,MANA,Decentraland,19584601.96802306
148,154,PLC,PLATINCOIN,19481579.56362855
149,155,BTMX,BitMax Token,19047636.46273749
150,156,QNT,Quant,18738050.88192951
151,157,SAI,Single Collateral DAI ,18685671.97525279
152,158,MEXC,MEXC Token,18522751.85178281
153,159,PAXG,PAX Gold,17969149.01675196
154,160,JWL,Jewel,17721844.32869942
155,161,RLC,iExec RLC,17482585.33287295
156,162,ETN,Electroneum,17267851.00877483
157,163,ANT,Aragon,17033137.30163139
158,164,POWR,Power Ledger,16933658.35993795
159,165,HYN,Hyperion,16817906.17048248
160,166,ONE,BigONE Token,16738536.96520223
161,167,CRPT,Crypterium,16730005.08235265
162,168,GXC,GXChain,16578590.84713
163,169,IPX,Tachyon Protocol,16543773.86874461
164,170,WXT,Wirex Token,16107442.98175828
165,171,STRAT,Stratis,16101614.94251174
166,172,BZ,Bit-Z Token,15991082.64906341
167,173,DTR,Dynamic Trading Rights,15773751.71773434
168,174,DGTX,Digitex Futures,15438365.5413
169,175,RCN,Ripio Credit Network,15092329.51630979
170,176,ORBS,Orbs,14760006.86965169
171,177,QBIT,Qubitica,14739743.38454762
172,178,MX,MX Token,14685527.3913308
173,179,ADK,Aidos Kuneen,14655822.325925
174,180,TRUE,TrueChain,14528961.09961845
175,181,SOLVE,SOLVE,14423914.77900812
176,182,PAI,Project Pai,14352656.02847567
177,183,GRIN,Grin,14120483.62433821
178,184,FCT,Factom,14055099.79412094
179,185,ZT,ZBG Token,14038186.38804275
180,186,RDD,ReddCoin,13765755.08279106
181,187,SCC,STEM CELL COIN,13757192.80041808
182,188,BHT,BHEX Token,13687245.23925955
183,189,TOMO,TomoChain,13568113.6029026
184,190,SXP,Swipe,13465275.65868127
185,191,WTC,Waltonchain,13021699.53744006
186,192,CTXC,Cortex,12956608.77699064
187,193,CEL,Celsius,12892417.91532281
188,194,EOSDAC,eosDAC,12832026.958552
189,195,DIVI,Divi,12773866.54996187
190,196,UBT,Unibright,12705752.5160527
191,197,ILC,ILCoin,12492693.42271147
192,198,NEX,Nash Exchange,12271469.5679832
193,199,BEAM,Beam,12104954.32502012
194,200,BTC2,Bitcoin 2,12065294.90125746
195,201,LST,LuckySevenToken,11994218.52892984
196,202,SERO,Super Zero,11806024.96652248
197,203,BHP,BHPCoin,11786550.84080088
198,204,AGVC,AgaveCoin,11655560.60313248
199,205,CSC,CasinoCoin,11408813.56611606
200,206,LA,LATOKEN,11358924.39815493
201,207,NMR,Numeraire,11144556.11243202
202,208,ARK,Ark,11109071.57377125
203,209,IOTX,IoTeX,10974500.50882136
204,210,NAS,Nebulas,10886314.77763541
205,211,WAN,Wanchain,10826173.08382281
206,212,VEST,VestChain,10777601.14776128
207,213,C20,CRYPTO20,10620273.17163547
208,214,QASH,QASH,10611174.087885
209,215,PIVX,PIVX,10587137.84377473
210,216,FO,FIBOS,10433803.07856923
211,217,KAN,BitKan,10405378.60637931
212,218,STPT,Standard Tokenization Protocol,10403911.71049055
213,219,VERI,Veritaseum,10350745.66831696
214,220,IGNIS,Ignis,10350188.84758953
215,221,NULS,NULS,10274447.40660057
216,222,WIN,WINk,10224060.44037261
217,223,GNO,Gnosis,10223090.23330021
218,224,BAY,BitBay,10140624.36250189
219,225,MTL,Metal,9953160.2308587
220,226,ANCT,Anchor,9940939.99421677
221,227,RUNE,THORChain,9863103.66633216
222,228,BNT,Bancor,9816906.60823757
223,229,MOAC,MOAC,9783857.49202539
224,230,LOOM,Loom Network,9689546.17650996
225,231,CVC,Civic,9684603.577953
226,232,TT,Thunder Token,9676187.48559509
227,233,BNANA,Chimpion,9638655.24177128
228,234,PPT,Populous,9595323.13509446
229,235,TLOS,Telos,9583147.39943253
230,236,CRN,ChronoCoin,9336854.0432392
231,237,GMAT,GoWithMi,9272353.93313952
232,238,WRX,WazirX,9227821.39915152
233,239,KBC,Karatgold Coin,9117163.41640922
234,240,ODE,ODEM,9083491.3850154
235,241,OXT,Orchid,9040897.86165176
236,242,FUN,FunFair,8768197.41443081
237,243,LOKI,Loki,8765579.63694823
238,244,XCHF,CryptoFranc,8741795.14150297
239,245,STORJ,Storj,8693339.69469871
240,246,CHSB,SwissBorg,8643549.86045364
241,247,YOU,YOU COIN,8581878.41651282
242,248,BRD,Bread,8575845.46644237
243,249,GBYTE,Obyte,8566750.02898169
244,250,GRS,Groestlcoin,8510563.21629902
245,251,ONE,Harmony,8478457.22806986
246,252,OCEAN,Ocean Protocol,8456880.728426
247,253,TNT,Tierion,8381552.45450805
248,254,ULT,Ultiledger,8330215.16365216
249,255,UNO,Unobtanium,8260929.62763534
250,256,VTC,Vertcoin,8201005.06980219
251,257,B2B,B2BX,8164552.1255352
252,258,GRN,GreenPower,8137511.2814113
253,259,DRG,Dragon Coins,8061350.74629487
254,260,DPT,Diamond Platform Token,8008259.16830616
255,261,APL,Apollo Currency,7920015.47422028
256,262,EMC2,Einsteinium,7909213.95892622
257,263,XMX,XMax,7884376.91124397
258,264,CCC,Clipper Coin,7858858.84138463
259,265,SYS,Syscoin,7818534.01013672
260,266,UTT,United Traders Token,7809214.2424353
261,267,ERD,Elrond,7728442.56093336
262,268,BST,BlockStamp,7718835.58946685
263,269,KSM,Kusama,7711523.63932204
264,270,FET,Fetch.ai,7705175.35266284
265,271,GAS,Gas,7663946.97973169
266,272,DAD,DAD,7615787.48681531
267,273,CVCC,CryptoVerificationCoin,7591365.50607339
268,274,ENG,Enigma,7563928.61047493
269,275,NEW,Newton,7510541.97865127
270,276,LBA,Cred,7430680.56906527
271,277,BORA,BORA,7401616.67105471
272,278,OTO,OTOCASH,7365837.3255657
273,279,TTC,TTC,7165643.78115936
274,280,BTU,BTU Protocol,7132533.96543223
275,281,RSR,Reserve Rights,7119639.13102973
276,282,XNC,XeniosCoin,7119453.35363845
277,283,EVR,Everus,7106867.85074478
278,284,LAMB,Lambda,6991412.15183683
279,285,IRIS,IRISnet,6978160.31342719
280,286,BIX,Bibox Token,6963667.35211467
281,287,NYE,NewYork Exchange,6848691.2867887
282,288,UOS,Ultra,6838942.68207029
283,289,ZEON,ZEON,6824418.18560263
284,290,FX,Function X,6821057.71731703
285,291,DENT,Dent,6769957.87143409
286,292,MBC,MicroBitcoin,6720506.40067049
287,293,COSM,Cosmo Coin,6702435.8586504
288,294,NXT,Nxt,6682797.43716068
289,295,CON,CONUN,6626109.82666415
290,296,BURST,Burst,6582162.98417709
291,297,EMRX,Emirex Token,6486821.10829048
292,298,R,Revain,6461851.44948056
293,299,ROX,Robotina,6421479.89382017
294,300,POLY,Polymath,6291234.11101058
295,301,NXS,Nexus,6273190.30841406
296,302,WCC,WinCash,6261655.04225785
297,303,ETP,Metaverse ETP,6147575.89650451
298,304,LBTC,Lightning Bitcoin,6100525.80777557
299,305,IDEX,IDEX,6076901.24191225
300,306,BAND,Band Protocol,6068767.11615453
301,307,ZVC,ZVCHAIN,6047495.91717261
302,308,DGX,Digix Gold Token,6043383.2709936
303,309,MXC,Machine Xchange Coin,5949477.78489471
304,310,APM,apM Coin,5946105.87537977
305,311,LTO,LTO Network,5927574.71439854
306,312,LINKA,LINKA,5877256.65614576
307,313,XMC,Monero Classic,5808442.63464233
308,314,ITC,IoT Chain,5793212.4973705
309,315,DCN,Dentacoin,5789822.41725507
310,316,IQ,Everipedia,5711994.61023121
311,317,CET,CoinEx Token,5691019.70503953
312,318,ABT,Arcblock,5660740.66927367
313,319,COCOS,Cocos-BCX,5647166.12440206
314,320,STORM,Storm,5578875.37116346
315,321,USDQ,USDQ,5561909.33774943
316,322,CND,Cindicator,5482209.26399155
317,323,AGI,SingularityNET,5475156.83352289
318,324,MXM,Maximine Coin,5463841.80324548
319,325,FOR,The Force Protocol,5461382.48140566
320,326,EDO,Eidoo,5422179.60173796
321,327,DAG,Constellation,5403969.60653181
322,328,DRGN,Dragonchain,5370972.18718798
323,329,IQN,IQeon,5347121.47234252
324,330,OGN,Origin Protocol,5342448.01266191
325,331,EDC,EDC Blockchain,5319813.87357369
326,332,FTM,Fantom,5310002.95738907
327,333,VGX,Voyager Token,5304062.37408967
328,334,PNK,Kleros,5264785.69673788
329,335,SAFE,Safe,5119659.39992562
330,336,BLOCK,Blocknet,5107347.60402594
331,337,VIDY,VIDY,5091386.35114781
332,338,PERL,Perlin,5075020.94272038
333,339,MDA,Moeda Loyalty Points,5050763.83963708
334,340,AOA,Aurora,5000926.71597113
335,341,AERGO,Aergo,4978525.49827803
336,342,S4F,S4FE,4971857.46685054
337,343,CELR,Celer Network,4937141.95027697
338,344,CS,Credits,4926363.00757079
339,345,GO,GoChain,4883458.30264398
340,346,CVT,CyberVein,4844061.96529026
341,347,EUM,Elitium,4787970.29304849
342,348,PRS,PressOne,4783870.36388841
343,349,DAC,Davinci Coin,4765862.74962547
344,350,NEC,Nectar,4703059.11117588
345,351,CRE,Carry,4701851.82624278
346,352,MBL,MovieBloc,4695124.23303411
347,353,EKT,EDUCare,4659667.17419612
348,354,CMT,CyberMiles,4646665.319272
349,355,REQ,Request,4586825.94432073
350,356,USDN,Neutrino Dollar,4544949.12383181
351,357,MFT,Mainframe,4533856.31944118
352,358,COS,Contentos,4517180.77138951
353,359,TFUEL,Theta Fuel,4501685.37279062
354,360,PLBT,Polybius,4490088.14912812
355,361,NEBL,Neblio,4438323.47569364
356,362,FLETA,FLETA,4430798.39737773
357,363,MED,MediBloc,4413597.19655617
358,364,1ST,FirstBlood,4412987.03724096
359,365,AEN,Aencoin,4410600.32794512
360,367,RKN,Rakon,4364874.5111933
361,368,SAN,Santiment Network Token,4349592.46555752
362,369,WABI,Tael,4262985.29133168
363,370,ZANO,Zano,4247299.43210744
364,371,DATA,Streamr DATAcoin,4226165.12701983
365,373,TOSC,T.OS,4202842.34635649
366,374,AGRO,Agrocoin,4200750.95481386
367,375,META,Metadium,4172075.72983975
368,376,SNL,Sport and Leisure,4171916.7397941
369,377,BITCNY,bitCNY,4163922.14674464
370,378,BFT,BnkToTheFuture,4134689.71423812
371,379,NKN,NKN,4108175.59595518
372,380,LHT,LHT,4097351.613595
373,381,JNT,Jibrel Network,4089245.69211526
374,383,EUSD,Egoras Dollar,4083312.40014363
375,384,E2C,Electronic Energy Coin,4067519.43874217
376,385,QKC,QuarkChain,4067186.1298241
377,386,MTC,doc.com Token,4039190.90035738
378,387,AAC,Acute Angle Cloud,4023529.37745
379,388,SALT,SALT,4021696.02061272
380,389,GTO,Gifto,4004650.83790799
381,390,FSN,Fusion,3993464.18842462
382,391,HXRO,Hxro,3992225.68301248
383,392,KIN,Kin,3991739.21546462
384,393,SKY,Skycoin,3971235.198568
385,394,CBUCKS,CRYPTOBUCKS,3951198.35974835
386,395,ADN,Aladdin,3914798.03760659
387,396,OST,OST,3911066.70237976
388,397,MOC,Moss Coin,3894422.83814996
389,398,RHOC,RChain,3891834.48515618
390,399,TEL,Telcoin,3830140.77779416
391,400,NLG,Gulden,3819182.40827029
392,401,WIX,Wixlar,3772708.86047269
393,402,BQTX,BQT,3761606.83948656
394,404,SLS,SaluS,3737783.78701225
395,405,ANKR,Ankr,3713281.15214095
396,406,VITE,VITE,3621052.0838513
397,407,ADX,AdEx,3620451.8805087
398,408,EOSDT,EOSDT,3616281.3272045
399,409,DUSK,Dusk Network,3605174.97096707
400,410,QRL,Quantum Resistant Ledger,3604039.6091378
401,411,COTI,COTI,3594789.50045247
402,412,SMT,SmartMesh,3581060.7280659
403,413,XDCE,XinFin Network,3578519.81195535
404,414,UQC,Uquid Coin,3571269.90897
405,415,NEU,Neumark,3554885.54015217
406,416,DDK,DDKoin,3554754.9236019
407,417,TEN,Tokenomy,3549144.75234
408,418,QRK,Quark,3543456.84931987
409,419,POLIS,Polis,3541529.93286076
410,420,DMT,DMarket,3541411.37453023
411,421,XCP,Counterparty,3524611.7522786
412,422,TOP,TOP,3523498.14981479
413,423,SOC,All Sports,3522051.0688844
414,424,AVA,Travala.com,3484418.5035071
415,425,BMC,Blackmoon,3455025.633828
416,426,GNY,GNY,3435387.78074639
417,427,PAY,TenX,3312058.75352
418,428,EVY,EveryCoin ,3303106.5498865
419,429,HUM,Humanscape,3299652.86106479
420,430,TRB,Tellor,3284157.40502259
421,431,ARPA,ARPA Chain,3281265.97192816
422,432,XDB,DigitalBits,3272610.92019313
423,433,UPP,Sentinel Protocol,3252533.34191541
424,434,LOC,LockTrip,3240374.59466021
425,435,IHF,Invictus Hyperion Fund,3211912.27409373
426,436,LINA,LINA,3208028.21394052
427,437,ZRC,ZrCoin,3201872.63929875
428,438,ACT,Achain,3180261.80281816
429,439,LEVL,Levolution,3158789.5995003
430,440,RUFF,Ruff,3145359.10014243
431,441,HPB,High Performance Blockchain,3140201.9517933
432,442,QSP,Quantstamp,3112095.24039359
433,443,TKN,Monolith,3104017.96712984
434,444,XRC,Bitcoin Rhodium,3099583.83500232
435,445,DERO,Dero,3089586.07538469
436,446,BAX,BABB,3086864.61929468
437,447,PROM,Prometeus,3079788.54185386
438,448,UIP,UnlimitedIP,3075363.51709771
439,449,EGT,Egretia,3065726.81331703
440,450,HYDRO,Hydro,3053442.74989628
441,451,RDN,Raiden Network Token,3040581.24240337
442,452,WGR,Wagerr,3020314.36428628
443,453,DAPP,LiquidApps,3015949.48774174
444,454,FOAM,FOAM,3012546.21112312
445,455,NAV,NavCoin,3001213.31258452
446,456,BFC,Bitcoin Free Cash,2999731.72110074
447,457,INT,INT Chain,2988146.1024292
448,458,BCV,BitCapitalVendor,2979075.93076443
449,459,MHC,#MetaHash,2974022.82236993
450,460,PLR,Pillar,2964536.21515715
451,461,SFT,Safex Token,2963989.49045655
452,462,CAS,Cashaa,2957692.7165701
453,463,BTX,Bitcore,2945390.54538054
454,464,PEOS,pEOS,2932622.37289492
455,465,ADT,adToken,2928339.02477952
456,466,PPC,Peercoin,2917341.78907267
457,467,EOSC,EOS Force,2917035.82932585
458,468,MOBI,Mobius,2913942.23724772
459,469,UTK,Utrust,2903392.1291175
460,470,PCX,ChainX,2896932.02532441
461,471,ATP,Atlas Protocol,2893842.08731528
462,472,PLA,PLANET,2878343.31005917
463,473,USDX,USDx stablecoin,2874500.25304277
464,474,TNB,Time New Bank,2849282.93517447
465,475,ROAD,ROAD,2829060.30714365
466,476,XAS,Asch,2778432.47655781
467,477,GTC,Game.com,2768508.44466079
468,478,PEPECASH,Pepe Cash,2750486.91233252
469,479,YOYOW,YOYOW,2734156.92449104
470,480,RPL,Rocket Pool,2732889.29667888
471,481,XPX,ProximaX,2713019.50457485
472,482,GDC,Global Digital Content,2707943.92334146
473,483,MLN,Melon,2707806.6409125
474,484,INCNT,Incent,2706111.01183321
475,485,EVX,Everex,2704908.4688622
476,486,SYM,SymVerse,2703525.35645952
477,487,LBC,LBRY Credits,2684619.92824711
478,488,UUU,U Network,2676823.44528772
479,489,PART,Particl,2676658.84612731
480,490,VID,VideoCoin,2675286.33750402
481,491,QCX,QuickX Protocol,2626159.59357901
482,492,AMO,AMO Coin,2609788.52814277
483,493,HYC,HYCON,2608568.56629844
484,494,PMA,PumaPay,2604034.80001824
485,495,SMART,SmartCash,2601973.67690564
486,496,MITH,Mithril,2597727.04102972
487,497,UTNP,Universa,2593921.54263155
488,498,SNET,Snetwork,2586673.27226869
489,499,XHV,Haven Protocol,2562372.11646266
490,500,NIM,Nimiq,2510799.20133543
491,501,FNB,FNB Protocol,2495571.84647523
492,502,MET,Metronome,2489756.1068833
493,503,KEY,Selfkey,2488380.94207982
494,504,BAAS,BaaSid,2468264.998332
495,505,XSN,Stakenet,2459532.88085299
496,506,PEG,PegNet,2457853.89127316
497,507,ECA,Electra,2442707.79317833
498,508,EDR,Endor Protocol,2423703.96929332
499,509,VIDT,V-ID,2420572.11002388
500,510,NYZO,Nyzo,2413307.2461618
501,511,NCASH,Nucleus Vision,2404598.01492715
502,512,VALOR,Valor Token,2404165.28275329
503,513,HLT,Esportbits,2387829.08304294
504,514,ARRR,Pirate Chain,2383555.07688525
505,515,MAN,Matrix AI Network,2358946.90795982
506,516,ZEL,Zel,2354066.34095289
507,517,SRN,SIRIN LABS Token,2353353.28708718
508,518,APIS,APIS,2332249.40308743
509,519,POE,Po.et,2330412.90160378
510,520,SLV,Silverway,2313384.76779965
511,521,AMB,Ambrosus,2313082.01230341
512,522,BDP,BidiPass,2306293.7464221
513,523,MIX,MixMarvel,2295370.64584536
514,524,MDT,Measurable Data Token,2294702.99604421
515,525,FLO,FLO,2283643.73922701
516,526,N8V,NativeCoin,2274862.78788951
517,527,BZNT,Bezant,2244188.28188748
518,528,TRIO,Tripio,2239056.20356125
519,530,GET,GET Protocol,2227010.82345813
520,531,TROY,TROY,2213953.8142623
521,532,DREP,DREP,2201499.04969777
522,533,SUTER,suterusu,2178495.18408088
523,534,SNGLS,SingularDTV,2166013.313208
524,535,SWFTC,SwftCoin,2114573.06854709
525,536,TRV,TrustVerse,2095312.5030119
526,537,AFIN,Asian Fintech,2095310.13637
527,538,BOX,BOX Token,2090103.19580032
528,539,WPR,WePower,2089336.73711038
529,540,IONC,IONChain,2084537.92264917
530,541,OGO,Origo,2068511.93374812
531,542,GVT,Genesis Vision,2068319.8065986
532,543,PLX,PlayCoin [ERC20],2055765.58365603
533,544,CAJ,Cajutel,2055004.86142774
534,545,VIA,Viacoin,2036430.96278712
535,546,GOT,ParkinGo,2033784.34970207
536,547,NWC,Newscrypto,2031638.94995016
537,548,EMC,Emercoin,2014433.07577717
538,549,LCC,Litecoin Cash,2000605.60207309
539,550,MIR,MIR COIN,1990846.57830286
540,551,TCT,TokenClub,1988738.72796152
541,552,GOC,GoCrypto Token,1963047.58323436
542,553,CVNT,Content Value Network,1962009.9109
543,554,PRO,Propy,1958247.44871884
544,555,DAPS,DAPS Coin,1951451.56247511
545,556,TERA,TERA,1949002.86187015
546,557,3DC,3DCoin,1946348.88774435
547,558,ZCN,0Chain,1929214.85261214
548,559,AT,Artfinity,1923303.72000645
549,560,RFR,Refereum,1914317.9866712
550,561,BITG,BitGreen,1912369.57520843
551,562,PRE,Presearch,1898682.9525955
552,563,DLT,Agrello,1892656.28453365
553,564,RNT,OneRoot Network,1886768.65545411
554,565,ZUC,ZeuxCoin,1858269.72985453
555,566,FAT,Fatcoin,1858103.70520591
556,567,DOCK,Dock,1855326.57898981
557,568,EBASE,EURBASE,1814582.33107813
558,569,APPC,AppCoins,1814363.45618096
559,570,UBQ,Ubiq,1812221.26663046
560,571,RBLX,Rublix,1811597.47779845
561,572,DTA,DATA,1807682.79636338
562,573,GAME,GameCredits,1796401.14685159
563,574,KAVA,Kava,1795715.37596965
564,575,CWV,CWV Chain,1794265.80727501
565,576,HTML,HTMLCOIN,1784932.57207819
566,577,QUN,QunQun,1773818.43381216
567,578,ROOBEE,ROOBEE,1759038.24441104
568,579,UGAS,UGAS,1750534.79369089
569,580,COLX,ColossusXT,1746640.94799435
570,581,DNT,district0x,1737063.74088
571,582,SNM,SONM,1730659.82349084
572,583,AUTO,Cube,1728952.82040535
573,584,VEE,BLOCKv,1713828.22680899
574,585,MTH,Monetha,1711507.87715618
575,586,OAX,OAX,1710891.09471429
576,587,PCL,Peculium,1684207.02969771
577,588,GEN,DAOstack,1665862.7538574
578,589,GET,Themis,1641501.95648667
579,590,TRAC,OriginTrail,1640864.80881729
580,591,SHR,ShareToken,1639252.3196784
581,592,CDT,Blox,1639038.20219362
582,593,VNT,VNT Chain,1635882.02525173
583,594,CHR,Chromia,1628143.68429948
584,595,BOS,BOScoin,1617431.0894884
585,596,GLEEC,Gleec,1597119.16986234
586,597,HMC,Hi Mutual Society,1587705.00405978
587,598,BMX,BitMart Token,1581723.43807189
588,599,XAUR,Xaurum,1580533.27468185
589,600,STREAM,Streamit Coin,1573242.63563749
590,601,SNC,SunContract,1562237.1454757
591,602,QLC,QLC Chain,1556339.0723136
592,603,MRPH,Morpheus.Network,1555349.29652537
593,604,BOX,ContentBox,1551524.00450201
594,605,VIB,Viberate,1544150.19793787
595,606,PPP,PayPie,1539137.52944325
596,607,CBT,CommerceBlock,1537170.01469035
597,608,1SG,1SG,1518024.72220697
598,609,STACS,STACS,1502582.20872555
599,610,NIX,NIX,1502199.00473778
600,611,XYO,XYO,1485634.71888902
601,612,VIBE,VIBE,1478774.525389
602,613,NPX,NaPoleonX,1470772.38180364
603,614,PGN,Pigeoncoin,1460848.69763608
604,615,OK,OKCash,1459401.74318997
605,616,VBK,VeriBlock,1455593.65117983
606,617,LXT,Litex,1447329.76260471
607,618,GSC,Global Social Chain,1434801.85351713
608,619,GCC,Global Cryptocurrency,1431729.24546218
609,620,CSP,Caspian,1429048.39532846
610,621,INE,IntelliShare,1421127.28259693
611,622,POA,POA,1417693.5386638
612,623,BEPRO,BetProtocol,1415242.9405277
613,624,BET,DAO.Casino,1414582.56102059
614,625,DDD,Scry.info,1404462.13689822
615,626,KT,Kuai Token,1398366.40019677
616,627,DBC,DeepBrain Chain,1396743.0447968
617,628,AXE,Axe,1391811.04031055
618,629,AIDUS,AIDUS TOKEN,1391007.70293293
619,630,AST,AirSwap,1381961.113581
620,631,VNDC,VNDC,1380484.78027487
621,632,KCASH,Kcash,1370925.85003496
622,633,ZER,Zero,1362371.03821035
623,634,ILK,INLOCK,1360506.95325406
