rank,original_rank,symbol,name,market_cap_usd
606,727,BICO,Biconomy,22725735.30947212
607,728,UPC,UPCX,22687561.23945636
608,729,COINX,Coinbase tokenized stock (xStock),22604786.05002719
609,730,INX,Infinex,22564542.51127104
610,732,DKA,dKargo,22426671.73831819
611,733,EUL,Euler,22321592.18550068
612,734,DOOD,Doodles,22243990.44932984
613,735,AGLD,Adventure Gold,22199536.57730806
614,736,SPACE,Spacecoin,22190104.92345178
615,737,SLP,Smooth Love Potion,22060530.41977753
616,738,HP,Hippo Protocol,22052530.98076269
617,739,FTRB,Faith Tribe,22026010.68119313
618,740,WIN,WINkLink,21752126.9909473
619,741,HYPER,Hyperlane,21685245.56232637
620,743,MAPO,MAP Protocol,21552541.68932863
621,745,TNSR,Tensor,21518881.09918533
622,746,LMTS,Limitless,21510166.28177723
623,747,TOKAMAK,Tokamak Network,21503665.56430527
624,748,ADS,Adshares,21441177.11789873
625,749,WCT,WalletConnect Token,21396047.8303731
626,750,CET,CoinEx Token,21385844.70279268
627,751,龙虾,龙虾 (Lobster),21352902.32901511
628,752,GCB,Global Commercial Business,21342590.35405034
629,753,IVVon,iShares Core S&P 500 Tokenized ETF (Ondo),21215170.58945733
630,754,MAGIC,Treasure,21154569.42400772
631,755,SONIC,Sonic SVM,21122210.70224178
632,756,SANTOS,Santos FC Fan Token,20992087.7541633
633,757,HANA,Hana Network,20960359.61498377
634,758,CELR,Celer Network,20860811.9445749
635,759,PROM,Prom,20847384.1438413
636,760,ZBT,ZEROBASE,20813597.891203
637,761,BCD,Bitcoin Diamond,20810873.52425386
638,762,TPT,TokenPocket,20715316.30942694
639,763,BAS,BNB Attestation Service,20711505.85758875
640,764,IN,INFINIT,20660219.94290021
641,765,AURORA,Aurora,20615332.59239069
642,766,CORN,Corn,20603105.79109656
643,767,OHO,Oho,20432245.65076895
644,768,ERA,Caldera,20346684.98370888
645,769,APTM,Apertum,20331789.97176776
646,770,GNS,Gains Network,20323260.96971572
647,771,STRX,StrikeX,20316414.87062808
648,772,BANK,Lorenzo Protocol,20310110.15704697
649,774,ACU,Acurast,20223948.04933334
650,775,LUCIC,Lucidum Coin,20164864.37816342
651,776,JCT,Janction,20127291.20469084
652,777,MIRA,Mira,20065439.22050706
653,778,ZKC,Boundless,20060096.60186114
654,780,DSYNC,Destra Network,19943726.97481318
655,781,ORDER,Orderly,19867134.06747172
656,782,CPOOL,Clearpool,19864521.29878497
657,783,SAUCE,SaucerSwap,19788627.4835113
658,784,F,SynFutures,19734346.50487724
659,785,SAPIEN,Sapien,19559373.2887224
660,786,AGI,Delysium,19536308.8186898
661,787,OXT,Orchid,19491913.48770896
662,788,PMT,Public Masterpiece Token,19458359.16636944
663,789,PEP,Pepecoin,19357474.82403036
664,790,TRUTH,Swarm Network,19347869.91630087
665,791,MMUI,MetaMUI,19277618.71892656
666,792,GOAT,Goatseus Maximus,19273419.46229256
667,793,POND,Marlin,19129630.16661358
668,794,CGPT,ChainGPT,19024863.56892421
669,795,BITCOIN,HarryPotterObamaSonic10Inu (ERC-20),18958240.4308681
670,796,TLTon,iShares 20+ Year Treasury Bond Tokenized ETF (Ondo),18879006.52846414
671,797,NYM,NYM,18851247.20550112
672,798,MAGMA,Magma Finance,18829051.49255115
673,799,COINDEPO,COINDEPO,18771356.10447646
674,800,PYBOBO,Capybobo,18761234.9772626
675,801,AIO,OLAXBT,18760871.1755554
676,802,TIT,Titan's Tap,18688015.81903023
677,803,SOLO,Sologenic,18656382.80763529
678,805,GIGA,Gigachad,18419226.50784597
679,807,MAX,MAX Exchange Token,18388613.13249655
680,808,DEGO,Dego Finance,18357746.49399716
681,809,VINE,Vine Coin,18355685.50570348
682,810,UCN,Uchain,18210698.52262878
683,811,PLTRX,Palantir tokenized stock (xStock),18158408.0
684,812,CKBTC,Chain-key Bitcoin,18094505.0
685,813,B3,B3 (Base),18050947.62705228
686,814,CATI,Catizen,17877147.80353795
687,815,SLND,Solend,17741519.99088209
688,816,XYM,Symbol,17648349.9672828
689,817,BTRST,Braintrust,17641017.240695
690,818,CHECK,Checkmate,17638322.70224861
691,820,OGN,Origin Protocol,17552071.38974764
692,821,MBL,MovieBloc,17543314.90407503
693,822,FLOCK,FLock.io,17432669.34764145
694,823,ES,Eclipse,17379103.85727037
695,824,SOPH,Sophon,17322659.18890991
696,825,DYM,Dymension,17211994.73327509
697,826,ZKP,zkPass,17184682.85508804
698,827,ETN,Electroneum,17178036.87940565
699,828,BANANA,Banana Gun,17136427.655899
700,829,ELSA,HeyElsa,17115056.0507466
701,830,ABT,ArcBlock,17104122.05990177
702,831,RAIL,Railgun,17069270.71024787
703,832,LIBERTY,Torch of Liberty,17026387.31746846
704,833,RIF,Rifampicin,16966376.00720456
705,835,PROMPT,Wayfinder,16944226.71538474
706,836,JOE,JOE,16740920.3949108
707,837,PONKE,Ponke,16687346.49582046
708,838,ROG,ROGin AI,16668739.67588954
709,839,MPLX,Metaplex,16658878.04379109
710,840,META,Metadium,16634631.87798697
711,841,AGT,Alaya Governance Token,16628767.26966371
712,842,XAN,Anoma,16553559.98755817
713,843,C,Chainbase,16541779.04284236
714,844,ORBR,Orbler,16462925.04656524
715,845,INIT,Initia,16458942.60283983
716,846,PAAL,PAAL AI,16400635.41231254
717,847,OSAK,Osaka Protocol,16398266.67145061
718,848,QIE,QIE Blockchain,16300883.57977518
719,849,CETUS,Cetus Protocol,16258971.89224357
720,850,DORA,DORA,16213783.28337256
721,851,DEGEN,Degen,16199450.15007572
722,852,ICE,Ice Open Network,16118838.38396216
723,853,AMBRX,Amber tokenized stock (xStock),16087804.82753644
724,854,DOGS,DOGS,16018913.90531529
725,855,IAG,IAGON,15814759.42867091
726,856,OPENX,OPEN tokenized stock (xStock),15746473.28707015
727,857,BRK.BX,Berkshire Hathaway tokenized stock (xStock),15721684.56601484
728,858,HOODX,Robinhood tokenized stock (xStock),15684793.61427928
729,859,FOLKS,Folks Finance,15682741.96793426
730,860,YU,Yala,15673797.18661878
731,861,DOLO,Dolomite,15668155.58644225
732,862,IEFAon,iShares Core MSCI EAFE Tokenized ETF (Ondo),15641151.72088927
733,863,MUBARAK,Mubarak,15616723.77654929
734,864,IAUon,iShares Gold Trust Tokenized ETF (Ondo),15570017.59038173
735,865,FELY,Felysyum,15569338.21527018
736,866,FIDA,Bonfida,15550693.61490617
737,867,NIL,Nillion,15516366.35061314
738,868,HONEY,Hivemapper,15474387.15044492
739,869,HONX,Honeywell tokenized stock (xStock),15461614.00451739
740,870,NOCK,Nockchain,15435542.61227004
741,871,ARARA,Araracoin,15428726.91332463
742,872,CARDS,Collector Crypt,15394394.42301028
743,873,ARPA,ARPA,15299393.89753427
744,874,IXS,IXS,15239605.1101489
745,875,XP,Xphere,15192857.31528737
746,876,AVAIL,Avail,15105604.24790303
747,877,PRIME,Echelon Prime,15095615.67494394
748,878,HEZ,Hermez Network,15004667.72135544
749,879,FUN,FUNToken,14994717.906747
750,880,VELO,Velodrome Finance,14946204.9048261
751,881,DEL,Decimal,14912728.51753276
752,882,STO,StakeStone,14907465.82683902
753,883,AIN,Infinity Ground,14905459.67678013
754,884,asUSDF,Aster asUSDF,14860879.54518699
755,885,ALI,Artificial Liquid Intelligence,14859285.45426188
756,886,PYR,Vulcan Forged (PYR),14857202.33307628
757,887,EWT,Energy Web Token,14847157.84915311
758,888,XOMX,Exxon Mobil tokenized stock (xStock),14811210.99295075
759,889,VTIX,Vanguard tokenized ETF (xStock),14754463.68161353
760,890,GODS,Gods Unchained,14686680.39091493
761,892,VULT,Vultisig,14646886.22385795
762,893,CHR,Chromia,14641494.8197592
763,894,AVA,AVA (Travala),14626916.41456924
764,895,BOB,BOB (Build on Bitcoin),14518325.70088068
765,896,PORTO,FC Porto Fan Token,14495893.27042241
766,897,NEWT,Newton Protocol,14447216.87696722
767,898,ZKJ,Polyhedra Network,14445514.78044827
768,899,AGGon,iShares Core US Aggregate Bond Tokenized ETF (Ondo),14366185.35619487
769,900,AIA,DeAgentAI,14317806.71826235
770,901,MOVR,Moonriver,14308594.85990844
771,902,YB,YieldBasis,14308276.77020499
772,903,CMC20,CoinMarketCap 20 Index DTF,14306300.39090535
773,904,QI,BENQI,14239693.65782815
774,905,TSLAon,Tesla Tokenized Stock (Ondo),14127229.91720546
775,906,FCT,FirmaChain,14085003.65289799
776,907,RAD,Radworks,14078745.3356989
777,908,COOKIE,Cookie DAO,14060599.14419038
778,910,MWXT,MWX Token,14033387.03044086
779,911,ALCX,Alchemix,14017598.98165561
780,912,DIAM,DIAM,14002629.1044644
781,914,BONE,Bone ShibaSwap,13951517.97963332
782,915,INTCX,Intel tokenized stock (xStock),13909720.0
783,916,TROLL,TROLL (SOL),13906038.75785869
784,917,XNY,Codatta,13905726.34788972
785,918,CAT,Simon's Cat,13862370.40970251
786,919,sSOL,Solayer SOL,13836167.12350987
787,920,OG,OG Fan Token,13740717.27960557
788,921,NMC,Namecoin,13735857.41820545
789,922,ACE,Fusionist,13700200.40607472
790,924,AQT,Alpha Quark Token,13683752.63841208
791,925,MSFTX,Microsoft tokenized stock (xStock),13676156.89381197
792,927,MOBILE,Helium Mobile,13586380.31871685
793,928,WAN,Wanchain,13584362.7652262
794,929,BROCCOLI,CZ's Dog,13555178.76824051
795,930,RARE,SuperRare,13441230.76660456
796,931,SYNC,SyncGPT,13431448.81300953
797,932,GLMR,Moonbeam,13307711.36350897
798,933,YNG,Young,13299871.72977575
799,934,ACT,Act I : The AI Prophecy,13218111.30249632
800,935,BR,Bedrock,13155106.19476909
801,936,FORTH,Ampleforth Governance Token,13085633.04801367
802,937,STAR,Starpower,12963522.56048463
803,938,GRND,SuperWalk,12960845.55626686
804,939,ON,Orochi Network,12946635.04004024
805,940,XAI,SideShift Token,12847475.25059897
806,941,PEPECOIN,PepeCoin,12716879.14408183
807,942,MLN,Enzyme,12642540.92802453
808,943,COLX,ColossusXT,12536278.46507257
809,944,SAGA,Saga,12533723.66545655
810,945,XPLA,CONX,12486890.48481125
811,946,NCT,PolySwarm,12481902.32714147
812,947,TRUST,Intuition,12468123.50489829
813,948,INV,Inverse Finance,12410248.89550936
814,949,ELA,Elastos,12410219.65026949
815,950,MAV,Maverick Protocol,12408061.44036062
816,951,ARG,Argentine Football Association Fan Token,12371294.25078111
817,952,GAL,Galatasaray Fan Token,12348286.30873157
818,954,AUKI,Auki,12280709.34652285
819,955,RBNT,Redbelly Network,12273996.00301781
820,956,HUNT,Hunt Town,12244997.1170027
821,957,AIX,Ai Xovia,12234147.40383842
822,958,PUFFER,Puffer,12215966.67497012
823,959,GMEX,Gamestop tokenized stock (xStock),12172112.9255492
824,961,TAI,TARS AI,12128899.02544693
825,962,SBBTC,ShibaBitcoin,12114039.86736232
826,963,LMWR,LimeWire,12096568.1807676
827,964,KEKIUS,Kekius Maximus (kekiusmaximus.vip),12055382.35952301
828,965,MOC,Moss Coin,12034506.99628421
829,966,DFG,Defigram,12014566.0576019
830,967,FIRO,Firo,11985109.28432301
831,968,ALICE,MyNeighborAlice,11958832.91343592
832,969,SIGMA,SigmaDotMoney,11834832.4062694
833,970,ROAM,Roam,11832240.45921642
834,971,RIZE,RIZE,11811470.52938088
835,973,TT,ThunderCore,11751027.94727571
836,974,BAR,FC Barcelona Fan Token,11715070.04932305
837,975,READY,READY!,11635896.05858335
838,976,ATA,Automata Network,11616757.51865114
839,977,HFT,Hashflow,11610431.50339856
840,978,RECALL,Recall,11592154.57511227
841,979,AOP,Ark of Panda,11589336.5891103
842,980,GFI,Goldfinch,11539094.64654535
843,981,ROLL,RollX,11515175.15826137
844,982,AI,Sleepless AI,11495698.59350405
845,983,VANRY,Vanar Chain,11489691.87441076
846,984,REP,Augur,11435678.15498094
847,985,WILD,Wilder World,11419178.69994399
848,986,RSC,ResearchCoin,11403287.72324204
849,987,TIPon,iShares TIPS Bond Tokenized ETF (Ondo),11268686.94852403
850,988,AITECH,Solidus Ai Tech,11232751.23378468
851,989,MBX,MARBLEX,11199552.07396595
852,990,MRVLX,Marvell tokenized stock (xStock),11193469.60073986
853,991,BFG,BFG Token,11166451.83136437
854,992,TA,Trusta.AI,11158707.59445526
855,993,HIGH,Highstreet,11154293.60604107
856,994,KCT,Konnect,11115771.49285248
857,995,SXP,Solar,11092450.84755574
858,996,TAC,TAC Protocol,11070329.78538339
859,997,EPS,Ellipsis,11040316.74593505
860,998,ASR,AS Roma Fan Token,11026970.22435224
861,999,TLM,Alien Worlds,11025089.2237579
862,1000,DODO,DODO,11023323.88776452
